,CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
2636,952585692,50,BRONX,12/27/2021,23:00:00,12/28/2021,01:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,126,FELONY,,MISCELLANEOUS PENAL LAW,,PATROL BORO BRONX,640.0,AGGRAVATED HARASSMENT 1,TRANSIT - NYC SUBWAY,12/28/2021,231 STREET,,,,3.0,UNKNOWN,UNKNOWN,E,1010580,259508,40.87893274100002,-73.90478798599996,"(40.87893274100002, -73.90478798599996)",POINT (-73.90478798599996 40.87893274100002)
2680,965393729,52,BRONX,12/22/2021,11:25:00,12/22/2021,11:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/22/2021,KINGSBRIDGE ROAD,25-44,BLACK,M,11.0,25-44,WHITE HISPANIC,F,1013463,254828,40.86607851200006,-73.89438301399997,"(40.86607851200006, -73.89438301399997)",POINT (-73.89438301399997 40.86607851200006)
2817,750239096,14,MANHATTAN,12/23/2021,09:10:00,12/23/2021,09:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,12/23/2021,42 STREET,,,,1.0,UNKNOWN,UNKNOWN,D,988650,214286,40.75484921500004,-73.98411999099994,"(40.754849215000036, -73.98411999099994)",POINT (-73.98411999099994 40.754849215000036)
2829,369922175,90,BROOKLYN,12/28/2021,12:45:00,12/28/2021,12:51:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,236,MISDEMEANOR,,DANGEROUS WEAPONS,,PATROL BORO BKLYN NORTH,782.0,"WEAPONS, POSSESSION, ETC",TRANSIT - NYC SUBWAY,12/29/2021,MARCY AVENUE,,,,33.0,45-64,WHITE,M,995921,197378,40.70843429200004,-73.95790520999998,"(40.70843429200004, -73.95790520999998)",POINT (-73.95790520999998 40.70843429200004)
3099,189229249,102,QUEENS,12/28/2021,17:10:00,12/28/2021,17:32:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO QUEENS SOUTH,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,12/28/2021,75 ST.-ELDERTS LANE,18-24,BLACK,M,20.0,65+,ASIAN / PACIFIC ISLANDER,M,1020840,191121,40.69119234900006,-73.86805872199994,"(40.69119234900006, -73.86805872199994)",POINT (-73.86805872199994 40.69119234900006)
3101,823405100,52,BRONX,12/27/2021,07:50:00,12/27/2021,09:14:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,12/27/2021,WOODLAWN,,,,11.0,UNKNOWN,UNKNOWN,D,1017983,262622,40.88745450300007,-73.87800190799999,"(40.88745450300007, -73.87800190799999)",POINT (-73.87800190799999 40.88745450300007)
3103,749760461,94,BROOKLYN,12/27/2021,18:54:00,12/27/2021,18:56:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,126,FELONY,,MISCELLANEOUS PENAL LAW,,PATROL BORO BKLYN NORTH,198.0,CRIMINAL CONTEMPT 1,TRANSIT - NYC SUBWAY,12/27/2021,LORIMER STREET,25-44,BLACK,M,33.0,25-44,WHITE HISPANIC,F,998285,199434,40.71407409000005,-73.94937419199994,"(40.71407409000005, -73.94937419199994)",POINT (-73.94937419199994 40.71407409000005)
3146,368489972,23,MANHATTAN,12/29/2021,08:40:00,12/29/2021,08:44:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/29/2021,110 STREET,25-44,BLACK,M,4.0,45-64,WHITE HISPANIC,F,999643,228852,40.79481676000006,-73.94440825399995,"(40.79481676000006, -73.94440825399995)",POINT (-73.94440825399995 40.79481676000006)
3164,185837147,49,BRONX,12/30/2021,09:45:00,12/30/2021,10:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,12/30/2021,MORRIS PARK,25-44,BLACK,M,12.0,25-44,WHITE HISPANIC,M,1022951,250689,40.85468171700006,-73.86010347599995,"(40.85468171700006, -73.86010347599995)",POINT (-73.86010347599995 40.85468171700006)
3265,295043833,83,BROOKLYN,12/26/2021,23:30:00,12/26/2021,23:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN NORTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,12/27/2021,CENTRAL AVENUE,25-44,BLACK,M,33.0,25-44,WHITE,M,1005002,193623,40.698111063000056,-73.92516244999997,"(40.698111063000056, -73.92516244999997)",POINT (-73.92516244999997 40.698111063000056)
3335,830854909,33,MANHATTAN,12/23/2021,21:00:00,12/24/2021,00:47:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,268.0,CRIMINAL MIS 2 & 3,TRANSIT FACILITY (OTHER),12/24/2021,168 ST.-WASHINGTON HTS.,UNKNOWN,UNKNOWN,U,3.0,UNKNOWN,UNKNOWN,D,1000998,245665,40.840961253000046,-73.93947259699996,"(40.840961253000046, -73.93947259699996)",POINT (-73.93947259699996 40.840961253000046)
3422,771471883,32,MANHATTAN,12/29/2021,08:10:00,12/29/2021,08:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/29/2021,148 ST.-HARLEM,45-64,BLACK,M,3.0,25-44,BLACK,M,1001500,239331,40.82357528000005,-73.93767460899994,"(40.82357528000005, -73.93767460899994)",POINT (-73.93767460899994 40.82357528000005)
3434,808045855,43,BRONX,12/31/2021,04:50:00,12/31/2021,04:59:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,12/31/2021,ELDER AVENUE,25-44,BLACK,M,12.0,25-44,WHITE HISPANIC,M,1017689,241175,40.82859008200006,-73.87917218299998,"(40.82859008200006, -73.87917218299998)",POINT (-73.87917218299998 40.82859008200006)
3458,813606440,5,MANHATTAN,12/31/2021,00:05:00,12/31/2021,00:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/31/2021,CANAL STREET,UNKNOWN,BLACK,M,2.0,45-64,WHITE,M,983728,201372,40.719404551000025,-74.00188456299998,"(40.719404551000025, -74.00188456299998)",POINT (-74.00188456299998 40.719404551000025)
3488,287160138,47,BRONX,12/29/2021,12:30:00,12/29/2021,13:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,12/29/2021,241 ST.-WAKEFIELD,UNKNOWN,UNKNOWN,U,12.0,UNKNOWN,UNKNOWN,D,1025621,268476,40.90348934600007,-73.85034201899998,"(40.90348934600007, -73.85034201899998)",POINT (-73.85034201899998 40.90348934600007)
3641,316388653,77,BROOKLYN,12/23/2021,23:30:00,12/23/2021,23:42:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/24/2021,UTICA AVE.-CROWN HEIGHTS,UNKNOWN,BLACK,M,32.0,18-24,WHITE HISPANIC,M,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",POINT (-73.93112156699993 40.66880609300006)
3658,992742162,44,BRONX,12/29/2021,07:45:00,12/29/2021,07:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/29/2021,161 ST.-YANKEE STADIUM,25-44,BLACK,M,11.0,45-64,WHITE HISPANIC,F,1004749,240880,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",POINT (-73.92593075599996 40.827819901000055)
3784,811915082,84,BROOKLYN,12/22/2021,20:05:00,12/22/2021,20:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/22/2021,PACIFIC STREET,UNKNOWN,BLACK,M,32.0,25-44,ASIAN / PACIFIC ISLANDER,F,990141,188391,40.68377279600002,-73.97876100199994,"(40.68377279600002, -73.97876100199994)",POINT (-73.97876100199994 40.68377279600002)
3805,739469038,52,BRONX,12/27/2021,14:20:00,12/27/2021,14:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,12/30/2021,183 STREET,25-44,WHITE HISPANIC,M,11.0,18-24,WHITE HISPANIC,M,1010831,252019,40.858376975000056,-73.90391003799994,"(40.858376975000056, -73.90391003799994)",POINT (-73.90391003799994 40.858376975000056)
3872,657153892,49,BRONX,12/24/2021,17:55:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BRONX,313.0,"LARCENY,PETIT BY FALSE PROMISE",TRANSIT - NYC SUBWAY,12/24/2021,PELHAM PKWY.,18-24,BLACK,M,12.0,18-24,BLACK,F,1027434,251387,40.85657672800004,-73.84389367799997,"(40.85657672800004, -73.84389367799997)",POINT (-73.84389367799997 40.85657672800004)
3931,822424874,30,MANHATTAN,12/21/2021,09:30:00,12/21/2021,16:32:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,268.0,CRIMINAL MIS 2 & 3,TRANSIT - NYC SUBWAY,12/27/2021,145 STREET,UNKNOWN,UNKNOWN,U,3.0,UNKNOWN,UNKNOWN,D,999539,239499,40.82404000400004,-73.94475961199998,"(40.82404000400004, -73.94475961199998)",POINT (-73.94475961199998 40.82404000400004)
3980,418602489,14,MANHATTAN,12/29/2021,23:20:00,12/29/2021,23:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",TRANSIT - NYC SUBWAY,12/30/2021,34 ST.-HERALD SQ.,UNKNOWN,UNKNOWN,U,2.0,18-24,WHITE,F,987639,212445,40.749796581000055,-73.98777004399994,"(40.749796581000055, -73.98777004399994)",POINT (-73.98777004399994 40.749796581000055)
4051,858868941,77,BROOKLYN,12/27/2021,12:07:00,12/27/2021,12:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,12/27/2021,UTICA AVE.-CROWN HEIGHTS,UNKNOWN,UNKNOWN,U,32.0,UNKNOWN,UNKNOWN,D,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",POINT (-73.93112156699993 40.66880609300006)
4135,353200782,102,QUEENS,12/24/2021,19:46:00,12/24/2021,19:56:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/24/2021,JAMAICA-VAN WYCK,25-44,BLACK HISPANIC,M,20.0,25-44,BLACK,F,1030953,194101,40.69932415700004,-73.83157088799999,"(40.69932415700004, -73.83157088799999)",POINT (-73.83157088799999 40.69932415700004)
4185,785245078,17,MANHATTAN,12/29/2021,18:00:00,12/29/2021,18:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,12/29/2021,51 STREET,,,,4.0,UNKNOWN,UNKNOWN,D,992033,215119,40.75713325800007,-73.97190835199996,"(40.75713325800007, -73.97190835199996)",POINT (-73.97190835199996 40.75713325800007)
4278,229991821,75,BROOKLYN,12/29/2021,01:30:00,12/29/2021,01:55:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN NORTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,12/29/2021,VAN SICLEN AVENUE,25-44,BLACK,M,33.0,45-64,BLACK,F,1014676,184384,40.67272416400005,-73.89031635999999,"(40.67272416400005, -73.89031635999999)",POINT (-73.89031635999999 40.67272416400005)
4330,285151043,84,BROOKLYN,12/30/2021,20:20:00,12/30/2021,20:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,233,MISDEMEANOR,,SEX CRIMES,,PATROL BORO BKLYN NORTH,175.0,"SEXUAL ABUSE 3,2",TRANSIT - NYC SUBWAY,12/31/2021,HIGH STREET,25-44,BLACK,M,30.0,25-44,ASIAN / PACIFIC ISLANDER,F,989013,192652,40.69546894100006,-73.98282507899995,"(40.69546894100006, -73.98282507899995)",POINT (-73.98282507899995 40.69546894100006)
4620,309088848,1,MANHATTAN,12/29/2021,22:09:00,12/29/2021,22:26:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,12/29/2021,BROADWAY/NASSAU,UNKNOWN,UNKNOWN,U,2.0,UNKNOWN,UNKNOWN,D,982103,198029,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",POINT (-74.00774568899999 40.71022856800005)
4624,787649188,108,QUEENS,12/29/2021,17:35:00,12/29/2021,17:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS NORTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/29/2021,QUEENS PLAZA,25-44,WHITE HISPANIC,M,20.0,45-64,ASIAN / PACIFIC ISLANDER,M,1001596,212133,40.74892385700008,-73.93739797299997,"(40.74892385700008, -73.93739797299997)",POINT (-73.93739797299997 40.74892385700008)
4641,503731201,84,BROOKLYN,12/23/2021,11:30:00,12/23/2021,11:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/23/2021,HOYT-SCHERMERHORN,25-44,BLACK,M,30.0,25-44,WHITE HISPANIC,F,988089,190305,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",POINT (-73.98615855199995 40.689027417000034)
4713,219319754,62,BROOKLYN,12/25/2021,08:51:00,12/25/2021,10:11:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/25/2021,BAY PARKWAY,25-44,WHITE HISPANIC,M,34.0,25-44,BLACK,F,985969,158583,40.60195802700008,-73.99381105099997,"(40.60195802700008, -73.99381105099997)",POINT (-73.99381105099997 40.60195802700008)
4717,217425867,13,MANHATTAN,12/24/2021,00:45:00,12/25/2021,14:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT FACILITY (OTHER),12/25/2021,DISTRICT 4 OFFICE,,,,4.0,UNKNOWN,UNKNOWN,E,986546,207135,40.73522230400005,-73.99171665499993,"(40.73522230400005, -73.99171665499993)",POINT (-73.99171665499993 40.73522230400005)
4759,632575160,6,MANHATTAN,12/24/2021,13:20:00,12/24/2021,13:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,12/24/2021,W. 4 STREET,UNKNOWN,WHITE HISPANIC,F,2.0,65+,WHITE HISPANIC,M,983985,205857,40.73171480100008,-74.00095761299998,"(40.731714801000074, -74.00095761299998)",POINT (-74.00095761299998 40.731714801000074)
4951,399249626,73,BROOKLYN,12/24/2021,04:20:00,12/24/2021,04:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN NORTH,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",TRANSIT - NYC SUBWAY,12/24/2021,JUNIUS STREET,25-44,BLACK,M,32.0,45-64,WHITE HISPANIC,M,1011082,180980,40.66339256800006,-73.90328619099995,"(40.66339256800006, -73.90328619099995)",POINT (-73.90328619099995 40.66339256800006)
5006,931570776,114,QUEENS,12/23/2021,04:30:00,12/23/2021,04:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/23/2021,DITMARS BLVD.-ASTORIA,25-44,BLACK,M,20.0,UNKNOWN,WHITE HISPANIC,M,1008983,222055,40.77613961000004,-73.91070105099999,"(40.77613961000004, -73.91070105099999)",POINT (-73.91070105099999 40.77613961000004)
5059,273655380,78,BROOKLYN,12/20/2021,11:15:00,12/20/2021,11:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/23/2021,7 AVENUE,UNKNOWN,WHITE,F,30.0,UNKNOWN,BLACK,M,989360,182242,40.666895659000026,-73.98158161699997,"(40.666895659000026, -73.98158161699997)",POINT (-73.98158161699997 40.666895659000026)
5140,695874105,24,MANHATTAN,12/28/2021,12:15:00,12/28/2021,12:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/28/2021,86 STREET,UNKNOWN,UNKNOWN,U,1.0,45-64,WHITE HISPANIC,M,990758,226482,40.78832275600007,-73.97649951999993,"(40.78832275600007, -73.97649951999993)",POINT (-73.97649951999993 40.78832275600007)
5188,156863533,66,BROOKLYN,12/29/2021,03:19:00,12/29/2021,03:36:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN SOUTH,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",TRANSIT - NYC SUBWAY,12/29/2021,BAY PARKWAY,25-44,BLACK,M,34.0,45-64,ASIAN / PACIFIC ISLANDER,M,991108,165493,40.62092207200004,-73.97529768999993,"(40.62092207200004, -73.97529768999993)",POINT (-73.97529768999993 40.62092207200004)
5257,533667652,33,MANHATTAN,12/26/2021,19:15:00,12/26/2021,19:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN NORTH,417.0,"LARCENY,GRAND FROM PERSON,PURS",TRANSIT - NYC SUBWAY,12/26/2021,168 ST.-WASHINGTON HTS.,25-44,WHITE HISPANIC,M,3.0,25-44,WHITE HISPANIC,F,1000916,245710,40.84108492100006,-73.93976883999993,"(40.84108492100006, -73.93976883999993)",POINT (-73.93976883999993 40.84108492100006)
5261,881981451,1,MANHATTAN,12/27/2021,12:15:00,12/27/2021,12:49:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,12/27/2021,SOUTH FERRY,,,,2.0,18-24,ASIAN / PACIFIC ISLANDER,M,980770,194854,40.701513516000034,-74.01255218599994,"(40.701513516000034, -74.01255218599994)",POINT (-74.01255218599994 40.701513516000034)
5276,955370373,13,MANHATTAN,12/22/2021,07:20:00,12/22/2021,07:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,12/22/2021,UNION SQUARE,45-64,BLACK,M,4.0,65+,WHITE,M,986546,207135,40.73522230400005,-73.99171665499993,"(40.73522230400005, -73.99171665499993)",POINT (-73.99171665499993 40.73522230400005)
5281,767733739,81,BROOKLYN,12/30/2021,12:15:00,12/30/2021,13:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,12/30/2021,RALPH AVENUE,25-44,BLACK,M,33.0,<18,BLACK,M,1005983,186617,40.67887885100004,-73.92164721999995,"(40.678878851000036, -73.92164721999995)",POINT (-73.92164721999995 40.678878851000036)
5343,784698389,71,BROOKLYN,12/22/2021,14:28:00,12/22/2021,14:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,359,MISDEMEANOR,,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BKLYN SOUTH,750.0,RESISTING ARREST,TRANSIT - NYC SUBWAY,12/22/2021,PARKSIDE AVENUE,25-44,WHITE,M,32.0,UNKNOWN,UNKNOWN,E,994827,177870,40.65489063900003,-73.96188178399994,"(40.65489063900003, -73.96188178399994)",POINT (-73.96188178399994 40.65489063900003)
5575,260145920,34,MANHATTAN,12/25/2021,02:30:00,12/25/2021,03:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN NORTH,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,12/25/2021,207 ST.-INWOOD,UNKNOWN,UNKNOWN,U,3.0,18-24,WHITE HISPANIC,M,1006041,255411,40.86770011000005,-73.92121504699998,"(40.86770011000005, -73.92121504699998)",POINT (-73.92121504699998 40.86770011000005)
5696,749756758,28,MANHATTAN,12/22/2021,09:18:00,12/22/2021,09:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN NORTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,12/22/2021,125 STREET,45-64,WHITE HISPANIC,F,3.0,UNKNOWN,UNKNOWN,E,999342,233575,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",POINT (-73.94548472699995 40.807780622000045)
5776,213180797,17,MANHATTAN,12/26/2021,16:50:00,12/26/2021,17:03:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,415.0,"LARCENY,GRAND FROM PERSON,PICK",TRANSIT - NYC SUBWAY,12/26/2021,59 STREET,25-44,BLACK,M,4.0,18-24,UNKNOWN,F,993063,216978,40.76223477100008,-73.96818808299997,"(40.762234771000074, -73.96818808299997)",POINT (-73.96818808299997 40.762234771000074)
5826,169968461,88,BROOKLYN,12/30/2021,22:55:00,12/30/2021,23:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,12/31/2021,ATLANTIC AVENUE,UNKNOWN,UNKNOWN,U,32.0,25-44,WHITE HISPANIC,F,995266,190743,40.69022360400004,-73.96027858599997,"(40.69022360400004, -73.96027858599997)",POINT (-73.96027858599997 40.69022360400004)
6006,796359807,1,MANHATTAN,12/26/2021,07:45:00,12/26/2021,08:03:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,12/26/2021,CANAL STREET,45-64,BLACK,M,2.0,25-44,BLACK,F,982806,201821,40.72063684600005,-74.00521077799993,"(40.72063684600005, -74.00521077799993)",POINT (-74.00521077799993 40.72063684600005)
6046,337349331,103,QUEENS,12/31/2021,20:56:00,12/31/2021,21:26:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO QUEENS SOUTH,106.0,ASSAULT POLICE/PEACE OFFICER,TRANSIT - NYC SUBWAY,12/31/2021,SUTPHIN BLVD.-ARCHER AVE.,25-44,BLACK,M,20.0,UNKNOWN,WHITE,M,1037559,194576,40.70059059000005,-73.80774319999993,"(40.70059059000005, -73.80774319999993)",POINT (-73.80774319999993 40.70059059000005)
6188,933813287,6,MANHATTAN,12/30/2021,09:50:00,12/30/2021,10:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,12/30/2021,6 AVENUE,UNKNOWN,UNKNOWN,U,2.0,25-44,ASIAN / PACIFIC ISLANDER,F,985126,207917,40.73736895500008,-73.99684042399997,"(40.73736895500008, -73.99684042399997)",POINT (-73.99684042399997 40.73736895500008)
